0.000000e+00	 -3.632273e+01
9.999950e+05	 -5.556296e+01
1.999990e+06	 -5.994824e+01
2.999985e+06	 -6.170752e+01
3.999980e+06	 -6.265316e+01
4.999975e+06	 -6.331386e+01
5.999970e+06	 -6.386633e+01
6.999965e+06	 -6.437430e+01
7.999960e+06	 -6.488184e+01
8.999955e+06	 -6.545260e+01
9.999950e+06	 -6.617352e+01
1.099995e+07	 -6.714123e+01
1.199994e+07	 -6.845270e+01
1.299994e+07	 -7.021843e+01
1.399993e+07	 -7.263602e+01
1.499993e+07	 -7.573647e+01
1.599992e+07	 -7.454241e+01
1.699992e+07	 -7.781082e+01
1.799991e+07	 -8.058817e+01
1.899991e+07	 -8.044474e+01
1.999990e+07	 -7.823824e+01
2.099990e+07	 -7.614634e+01
2.199989e+07	 -7.473956e+01
2.299989e+07	 -7.404077e+01
2.399988e+07	 -7.400286e+01
2.499988e+07	 -7.458434e+01
2.599987e+07	 -7.575409e+01
2.699987e+07	 -7.748826e+01
2.799986e+07	 -7.977105e+01
2.899986e+07	 -8.255867e+01
2.999985e+07	 -8.533951e+01
3.099985e+07	 -8.585470e+01
3.199984e+07	 -8.344959e+01
3.299984e+07	 -8.079533e+01
3.399983e+07	 -7.886425e+01
3.499983e+07	 -7.770125e+01
3.599982e+07	 -7.721633e+01
3.699982e+07	 -7.729552e+01
3.799981e+07	 -7.778645e+01
3.899981e+07	 -7.848737e+01
3.999980e+07	 -7.921602e+01
4.099980e+07	 -7.996336e+01
4.199979e+07	 -8.095996e+01
4.299979e+07	 -8.258476e+01
4.399978e+07	 -8.532045e+01
4.499978e+07	 -8.981246e+01
4.599977e+07	 -9.436022e+01
4.699977e+07	 -9.128026e+01
4.799976e+07	 -8.841788e+01
4.899976e+07	 -8.768602e+01
4.999975e+07	 -8.882741e+01
5.099975e+07	 -9.219879e+01
5.199974e+07	 -1.002271e+02
5.299974e+07	 -1.056905e+02
5.399973e+07	 -9.531453e+01
5.499973e+07	 -9.121369e+01
5.599972e+07	 -8.806955e+01
5.699972e+07	 -8.510014e+01
5.799971e+07	 -8.256173e+01
5.899971e+07	 -8.069953e+01
5.999970e+07	 -7.958137e+01
6.099970e+07	 -7.919778e+01
6.199969e+07	 -7.951687e+01
6.299969e+07	 -8.048251e+01
6.399968e+07	 -8.196407e+01
6.499968e+07	 -8.366436e+01
6.599967e+07	 -8.511288e+01
6.699967e+07	 -8.595063e+01
6.799966e+07	 -8.606347e+01
6.899966e+07	 -8.529106e+01
6.999965e+07	 -8.374630e+01
7.099965e+07	 -8.204347e+01
7.199964e+07	 -8.071444e+01
7.299964e+07	 -7.998884e+01
7.399963e+07	 -7.992669e+01
7.499963e+07	 -8.051316e+01
7.599962e+07	 -8.166472e+01
7.699962e+07	 -8.316381e+01
7.799961e+07	 -8.457013e+01
7.899961e+07	 -8.531067e+01
7.999960e+07	 -8.504217e+01
8.099960e+07	 -8.383933e+01
8.199959e+07	 -8.212402e+01
8.299959e+07	 -8.042897e+01
8.399958e+07	 -7.912775e+01
8.499958e+07	 -7.840063e+01
8.599957e+07	 -7.831159e+01
8.699957e+07	 -7.884201e+01
8.799956e+07	 -7.982268e+01
8.899956e+07	 -8.075164e+01
8.999955e+07	 -8.089477e+01
9.099955e+07	 -8.019987e+01
9.199954e+07	 -7.936370e+01
9.299954e+07	 -7.889235e+01
9.399953e+07	 -7.894204e+01
9.499953e+07	 -7.952238e+01
9.599952e+07	 -8.063283e+01
9.699952e+07	 -8.234902e+01
9.799951e+07	 -8.481371e+01
9.899951e+07	 -8.744534e+01
