0.000000e+00	 -3.728515e+01
9.999950e+05	 -5.573720e+01
1.999990e+06	 -6.042053e+01
2.999985e+06	 -6.237817e+01
3.999980e+06	 -6.341156e+01
4.999975e+06	 -6.409290e+01
5.999970e+06	 -6.463090e+01
6.999965e+06	 -6.510608e+01
7.999960e+06	 -6.557006e+01
8.999955e+06	 -6.608876e+01
9.999950e+06	 -6.674752e+01
1.099995e+07	 -6.763680e+01
1.199994e+07	 -6.883919e+01
1.299994e+07	 -7.043030e+01
1.399993e+07	 -7.251093e+01
1.499993e+07	 -7.534347e+01
1.599992e+07	 -7.686620e+01
1.699992e+07	 -7.704508e+01
1.799991e+07	 -7.931432e+01
1.899991e+07	 -7.950954e+01
1.999990e+07	 -7.805561e+01
2.099990e+07	 -7.639496e+01
2.199989e+07	 -7.518603e+01
2.299989e+07	 -7.457387e+01
2.399988e+07	 -7.456512e+01
2.499988e+07	 -7.513742e+01
2.599987e+07	 -7.625994e+01
2.699987e+07	 -7.789041e+01
2.799986e+07	 -7.995920e+01
2.899986e+07	 -8.229442e+01
2.999985e+07	 -8.428160e+01
3.099985e+07	 -8.452437e+01
3.199984e+07	 -8.282611e+01
3.299984e+07	 -8.073024e+01
3.399983e+07	 -7.908716e+01
3.499983e+07	 -7.807329e+01
3.599982e+07	 -7.766992e+01
3.699982e+07	 -7.779497e+01
3.799981e+07	 -7.830989e+01
3.899981e+07	 -7.901618e+01
3.999980e+07	 -7.972633e+01
4.099980e+07	 -8.042050e+01
4.199979e+07	 -8.131259e+01
4.299979e+07	 -8.274232e+01
4.399978e+07	 -8.507717e+01
4.499978e+07	 -8.861692e+01
4.599977e+07	 -9.225165e+01
4.699977e+07	 -9.158572e+01
4.799976e+07	 -8.952627e+01
4.899976e+07	 -8.896370e+01
4.999975e+07	 -9.017342e+01
5.099975e+07	 -9.357395e+01
5.199974e+07	 -1.005753e+02
5.299974e+07	 -1.009637e+02
5.399973e+07	 -9.478188e+01
5.499973e+07	 -9.121818e+01
5.599972e+07	 -8.822669e+01
5.699972e+07	 -8.534735e+01
5.799971e+07	 -8.287738e+01
5.899971e+07	 -8.105877e+01
5.999970e+07	 -7.995980e+01
6.099970e+07	 -7.957278e+01
6.199969e+07	 -7.986566e+01
6.299969e+07	 -8.077942e+01
6.399968e+07	 -8.217774e+01
6.499968e+07	 -8.375450e+01
6.599967e+07	 -8.502315e+01
6.699967e+07	 -8.561243e+01
6.799966e+07	 -8.548327e+01
6.899966e+07	 -8.468115e+01
6.999965e+07	 -8.337063e+01
7.099965e+07	 -8.196225e+01
7.199964e+07	 -8.085250e+01
7.299964e+07	 -8.025761e+01
7.399963e+07	 -8.025633e+01
7.499963e+07	 -8.084749e+01
7.599962e+07	 -8.195067e+01
7.699962e+07	 -8.334333e+01
7.799961e+07	 -8.457918e+01
7.899961e+07	 -8.509972e+01
7.999960e+07	 -8.464048e+01
8.099960e+07	 -8.339567e+01
8.199959e+07	 -8.179611e+01
8.299959e+07	 -8.027408e+01
8.399958e+07	 -7.912782e+01
8.499958e+07	 -7.851594e+01
8.599957e+07	 -7.850506e+01
8.699957e+07	 -7.908483e+01
8.799956e+07	 -8.009382e+01
8.899956e+07	 -8.103158e+01
8.999955e+07	 -8.115002e+01
9.099955e+07	 -8.038750e+01
9.199954e+07	 -7.945317e+01
9.299954e+07	 -7.886614e+01
9.399953e+07	 -7.879817e+01
9.499953e+07	 -7.928857e+01
9.599952e+07	 -8.038429e+01
9.699952e+07	 -8.222250e+01
9.799951e+07	 -8.501896e+01
9.899951e+07	 -8.802986e+01
